From,To,weight
Peilin Zhao,Wei Chen,1
Peilin Zhao,Wei Zha,1
Tam T. Nguyen,Wei Chen,1
Tam T. Nguyen,Wei Zha,1
Wei Chen,Wei Zha,1
Hoang Nguyen,Jon Patrick,1
Maria Lupetini,Taraneh Taghavi,1
Maria Lupetini,Yaron Kretchmer,1
Taraneh Taghavi,Yaron Kretchmer,1
Christian Sandvig,Christo Wilson,1
Christian Sandvig,Gary Soeller,1
Christian Sandvig,Karrie Karahalios,1
Christo Wilson,Gary Soeller,1
Christo Wilson,Karrie Karahalios,1
Gary Soeller,Karrie Karahalios,1
Andrew Tomkins,Anjuli Kannan,1
Andrew Tomkins,Balint Miklos,1
Andrew Tomkins,Greg Corrado,1
Andrew Tomkins,Karol Kurach,1
Andrew Tomkins,László Lukács,1
Andrew Tomkins,Marina Ganea,1
Andrew Tomkins,Peter Young,1
Andrew Tomkins,Sujith Ravi,1
Andrew Tomkins,Tobias Kaufmann,1
Andrew Tomkins,Vivek Ramavajjala,1
Anjuli Kannan,Balint Miklos,1
Anjuli Kannan,Greg Corrado,1
Anjuli Kannan,Karol Kurach,1
Anjuli Kannan,László Lukács,1
Anjuli Kannan,Marina Ganea,1
Anjuli Kannan,Peter Young,1
Anjuli Kannan,Sujith Ravi,1
Anjuli Kannan,Tobias Kaufmann,1
Anjuli Kannan,Vivek Ramavajjala,1
Balint Miklos,Greg Corrado,1
Balint Miklos,Karol Kurach,1
Balint Miklos,László Lukács,1
Balint Miklos,Marina Ganea,1
Balint Miklos,Peter Young,1
Balint Miklos,Sujith Ravi,1
Balint Miklos,Tobias Kaufmann,1
Balint Miklos,Vivek Ramavajjala,1
Greg Corrado,Karol Kurach,1
Greg Corrado,László Lukács,1
Greg Corrado,Marina Ganea,1
Greg Corrado,Peter Young,1
Greg Corrado,Sujith Ravi,1
Greg Corrado,Tobias Kaufmann,1
Greg Corrado,Vivek Ramavajjala,1
Karol Kurach,László Lukács,1
Karol Kurach,Marina Ganea,1
Karol Kurach,Peter Young,1
Karol Kurach,Sujith Ravi,1
Karol Kurach,Tobias Kaufmann,1
Karol Kurach,Vivek Ramavajjala,1
László Lukács,Marina Ganea,1
László Lukács,Peter Young,1
László Lukács,Sujith Ravi,1
László Lukács,Tobias Kaufmann,1
László Lukács,Vivek Ramavajjala,1
Marina Ganea,Peter Young,1
Marina Ganea,Sujith Ravi,1
Marina Ganea,Tobias Kaufmann,1
Marina Ganea,Vivek Ramavajjala,1
Peter Young,Sujith Ravi,1
Peter Young,Tobias Kaufmann,1
Peter Young,Vivek Ramavajjala,1
Sujith Ravi,Tobias Kaufmann,1
Sujith Ravi,Vivek Ramavajjala,1
Tobias Kaufmann,Vivek Ramavajjala,1
Hui Li,Sheng Wang,1
Hui Li,Tihua Duan,1
Hui Li,Yang Cheng,1
Hui Li,Yanni Li,1
Hui Li,Zhi Wang,1
Sheng Wang,Tihua Duan,1
Sheng Wang,Yang Cheng,1
Sheng Wang,Yanni Li,1
Sheng Wang,Zhi Wang,1
Tihua Duan,Yang Cheng,1
Tihua Duan,Yanni Li,1
Tihua Duan,Zhi Wang,1
Yang Cheng,Yanni Li,1
Yang Cheng,Zhi Wang,1
Yanni Li,Zhi Wang,1
Denis Moreira dos Reis,Gustavo E. A. P. A. Batista,1
Denis Moreira dos Reis,Peter A. Flach,1
Denis Moreira dos Reis,Stan Matwin,1
Gustavo E. A. P. A. Batista,Peter A. Flach,1
Gustavo E. A. P. A. Batista,Stan Matwin,1
Peter A. Flach,Stan Matwin,1
Hanghang Tong,Si Zhang,1
Azin Ashkan,Brian Eriksson,1
Azin Ashkan,Weicong Ding,1
Azin Ashkan,William Trouleau,1
Brian Eriksson,Weicong Ding,1
Brian Eriksson,William Trouleau,1
Weicong Ding,William Trouleau,1
Charles Sutton,Jaroslav M. Fowkes,1
Evangelos Simoudis,Greg Sands,1
Evangelos Simoudis,Mark Gorenberg,1
Evangelos Simoudis,Matt Ocko,1
Evangelos Simoudis,Tim Guleri,1
Greg Sands,Mark Gorenberg,1
Greg Sands,Matt Ocko,1
Greg Sands,Tim Guleri,1
Mark Gorenberg,Matt Ocko,1
Mark Gorenberg,Tim Guleri,1
Matt Ocko,Tim Guleri,1
Edo Liberty,Jeff M. Phillips,1
Edo Liberty,Mina Ghashami,1
Jeff M. Phillips,Mina Ghashami,1
Alex Deng,Xiaolin Shi,1
Julian J. McAuley,Ruining He,1
Aristides Gionis,B. Aditya Prakash,1
Aristides Gionis,Jilles Vreeken,1
Aristides Gionis,Polina Rozenshtein,1
B. Aditya Prakash,Jilles Vreeken,1
B. Aditya Prakash,Polina Rozenshtein,1
Jilles Vreeken,Polina Rozenshtein,1
Eric Balkanski,Jason D. Hartline,1
Aneesh Sharma,Jessica Su,1
Aneesh Sharma,Sharad Goel,1
Jessica Su,Sharad Goel,1
John E. Hopcroft,Oscar Martinez,1
John E. Hopcroft,Xing Chen,1
John E. Hopcroft,Yi Li,1
John E. Hopcroft,Yixuan Li,2
Oscar Martinez,Xing Chen,1
Oscar Martinez,Yi Li,1
Oscar Martinez,Yixuan Li,1
Xing Chen,Yi Li,1
Xing Chen,Yixuan Li,1
Yi Li,Yixuan Li,1
Daniel Yurovsky,Gabriel Doyle,1
Daniel Yurovsky,Michael C. Frank,1
Gabriel Doyle,Michael C. Frank,1
Brian Uzzi,Daniel M. Romero,1
Brian Uzzi,Jon M. Kleinberg,1
Daniel M. Romero,Jon M. Kleinberg,1
Alexandros G. Dimakis,Ethan R. Elenberg,1
Alexandros G. Dimakis,Karthikeyan Shanmugam,1
Alexandros G. Dimakis,Michael Borokhovich,1
Ethan R. Elenberg,Karthikeyan Shanmugam,1
Ethan R. Elenberg,Michael Borokhovich,1
Karthikeyan Shanmugam,Michael Borokhovich,1
Bo Zhao 0001,David Hardtke,1
Bo Zhao 0001,Yizhou Sun,1
Bo Zhao 0001,Yupeng Gu,1
David Hardtke,Yizhou Sun,1
David Hardtke,Yupeng Gu,1
Yizhou Sun,Yupeng Gu,1
Cecilia Mascolo,Desislava Hristova,1
Cecilia Mascolo,Matthew J. Williams,1
Cecilia Mascolo,Mirco Musolesi,1
Cecilia Mascolo,Pietro Panzarasa,1
Desislava Hristova,Matthew J. Williams,1
Desislava Hristova,Mirco Musolesi,1
Desislava Hristova,Pietro Panzarasa,1
Matthew J. Williams,Mirco Musolesi,1
Matthew J. Williams,Pietro Panzarasa,1
Mirco Musolesi,Pietro Panzarasa,1
Dominic Coey,Michael Bailey,1
Kieran McDonald,Nicholas Jing Yuan,2
Kieran McDonald,Rui Zhang 0003,2
Kieran McDonald,Xing Xie 0001,2
Kieran McDonald,Yu Sun 0021,2
Nicholas Jing Yuan,Rui Zhang 0003,2
Nicholas Jing Yuan,Yu Sun 0021,2
Rui Zhang 0003,Xing Xie 0001,2
Rui Zhang 0003,Yu Sun 0021,2
Xing Xie 0001,Yu Sun 0021,2
Bing Liu 0001,Shuai Wang 0020,3
Shuai Wang 0020,Zhiyuan Chen 0001,2
Amit Sharma,Ashton Anderson,1
Amit Sharma,Duncan J. Watts,1
Amit Sharma,Jake M. Hofman,1
Amit Sharma,Travis Martin,1
Ashton Anderson,Duncan J. Watts,1
Ashton Anderson,Jake M. Hofman,1
Ashton Anderson,Travis Martin,1
Duncan J. Watts,Jake M. Hofman,1
Duncan J. Watts,Travis Martin,1
Jake M. Hofman,Travis Martin,1
David García 0001,Markus Strohmaier,1
Chih-Ya Shen,De-Nian Yang,1
Chih-Ya Shen,Hong-Han Shuai,1
Chih-Ya Shen,Ming-Syan Chen,2
Chih-Ya Shen,Philip S. Yu,1
Chih-Ya Shen,Wang-Chien Lee,1
Chih-Ya Shen,Yi-Feng Lan,1
De-Nian Yang,Hong-Han Shuai,2
De-Nian Yang,Ming-Syan Chen,2
De-Nian Yang,Philip S. Yu,1
De-Nian Yang,Wang-Chien Lee,2
De-Nian Yang,Yi-Feng Lan,1
Hong-Han Shuai,Ming-Syan Chen,2
Hong-Han Shuai,Philip S. Yu,1
Hong-Han Shuai,Wang-Chien Lee,2
Hong-Han Shuai,Yi-Feng Lan,1
Ming-Syan Chen,Philip S. Yu,1
Ming-Syan Chen,Wang-Chien Lee,2
Ming-Syan Chen,Yi-Feng Lan,1
Philip S. Yu,Wang-Chien Lee,1
Philip S. Yu,Yi-Feng Lan,1
Wang-Chien Lee,Yi-Feng Lan,1
Denny Vrandecic,Lydia Pintscher,1
Denny Vrandecic,Sebastian Schaffert,1
Denny Vrandecic,Thomas Pellissier Tanon,1
Denny Vrandecic,Thomas Steiner,1
Lydia Pintscher,Sebastian Schaffert,1
Lydia Pintscher,Thomas Pellissier Tanon,1
Lydia Pintscher,Thomas Steiner,1
Sebastian Schaffert,Thomas Pellissier Tanon,1
Sebastian Schaffert,Thomas Steiner,1
Thomas Pellissier Tanon,Thomas Steiner,1
Aaron Cahn,Paul Barford,1
Aaron Cahn,S. Muthukrishnan,1
Aaron Cahn,Scott Alfeld,1
Paul Barford,S. Muthukrishnan,1
Paul Barford,Scott Alfeld,1
S. Muthukrishnan,Scott Alfeld,1
Jian Tang 0005,Jingzhou Liu,1
Jian Tang 0005,Ming Zhang 0004,1
Jian Tang 0005,Qiaozhu Mei,1
Jingzhou Liu,Ming Zhang 0004,1
Jingzhou Liu,Qiaozhu Mei,1
Ming Zhang 0004,Qiaozhu Mei,1
Arjun Mukherjee,Santosh K. C.,1
Mengbai Xiao,Mian Dong,1
Mengbai Xiao,Ming Zhang,1
Mengbai Xiao,Songqing Chen,1
Mengbai Xiao,Xin Li 0078,1
Mengbai Xiao,Yao Liu 0001,1
Mengbai Xiao,Zhan Ma,1
Mengbai Xiao,Zhenhua Li 0001,1
Mian Dong,Ming Zhang,1
Mian Dong,Songqing Chen,1
Mian Dong,Xin Li 0078,1
Mian Dong,Yao Liu 0001,1
Mian Dong,Zhan Ma,1
Mian Dong,Zhenhua Li 0001,1
Ming Zhang,Songqing Chen,1
Ming Zhang,Xin Li 0078,1
Ming Zhang,Yao Liu 0001,1
Ming Zhang,Zhan Ma,1
Ming Zhang,Zhenhua Li 0001,1
Songqing Chen,Xin Li 0078,1
Songqing Chen,Yao Liu 0001,1
Songqing Chen,Zhan Ma,1
Songqing Chen,Zhenhua Li 0001,1
Xin Li 0078,Yao Liu 0001,1
Xin Li 0078,Zhan Ma,1
Xin Li 0078,Zhenhua Li 0001,1
Yao Liu 0001,Zhan Ma,1
Yao Liu 0001,Zhenhua Li 0001,1
Zhan Ma,Zhenhua Li 0001,1
Markus Rokicki,Sergej Zerr,1
Markus Rokicki,Stefan Siersdorfer,1
Sergej Zerr,Stefan Siersdorfer,1
Charu C. Aggarwal,Huan Liu 0001,2
Charu C. Aggarwal,Jiliang Tang,2
Christof Fetzer,Dhanya R. Krishnan,1
Christof Fetzer,Do Le Quoc,1
Christof Fetzer,Pramod Bhatotia,1
Christof Fetzer,Rodrigo Rodrigues 0001,1
Dhanya R. Krishnan,Do Le Quoc,1
Dhanya R. Krishnan,Pramod Bhatotia,1
Dhanya R. Krishnan,Rodrigo Rodrigues 0001,1
Do Le Quoc,Pramod Bhatotia,1
Do Le Quoc,Rodrigo Rodrigues 0001,1
Pramod Bhatotia,Rodrigo Rodrigues 0001,1
Ahmet Soylu,Arild Waaler,1
Ahmet Soylu,Christian Neuenstadt,1
Ahmet Soylu,Christoforos Svingos,1
Ahmet Soylu,Diego Calvanese,1
Ahmet Soylu,Dimitris Bilidas,1
Ahmet Soylu,Dmitriy Zheleznyakov,1
Ahmet Soylu,Ernesto Jiménez-Ruiz,1
Ahmet Soylu,Evgeny Kharlamov,1
Ahmet Soylu,Guohui Xiao 0001,1
Ahmet Soylu,Ian Horrocks,1
Ahmet Soylu,Konstantina Bereta,1
Ahmet Soylu,Martin Giese,1
Ahmet Soylu,Ralf Möller 0001,1
Ahmet Soylu,Sebastian Brandt 0001,1
Ahmet Soylu,Steffen Lamparter,1
Ahmet Soylu,Theofilos P. Mailis,1
Ahmet Soylu,Yannis E. Ioannidis,1
Ahmet Soylu,Yannis Kotidis,1
Ahmet Soylu,Özgür L. Özçep,1
Arild Waaler,Christian Neuenstadt,1
Arild Waaler,Christoforos Svingos,1
Arild Waaler,Diego Calvanese,1
Arild Waaler,Dimitris Bilidas,1
Arild Waaler,Dmitriy Zheleznyakov,1
Arild Waaler,Ernesto Jiménez-Ruiz,1
Arild Waaler,Evgeny Kharlamov,1
Arild Waaler,Guohui Xiao 0001,1
Arild Waaler,Ian Horrocks,1
Arild Waaler,Konstantina Bereta,1
Arild Waaler,Martin Giese,1
Arild Waaler,Ralf Möller 0001,1
Arild Waaler,Sebastian Brandt 0001,1
Arild Waaler,Steffen Lamparter,1
Arild Waaler,Theofilos P. Mailis,1
Arild Waaler,Yannis E. Ioannidis,1
Arild Waaler,Yannis Kotidis,1
Arild Waaler,Özgür L. Özçep,1
Christian Neuenstadt,Christoforos Svingos,1
Christian Neuenstadt,Diego Calvanese,1
Christian Neuenstadt,Dimitris Bilidas,1
Christian Neuenstadt,Dmitriy Zheleznyakov,1
Christian Neuenstadt,Ernesto Jiménez-Ruiz,1
Christian Neuenstadt,Evgeny Kharlamov,1
Christian Neuenstadt,Guohui Xiao 0001,1
Christian Neuenstadt,Ian Horrocks,1
Christian Neuenstadt,Konstantina Bereta,1
Christian Neuenstadt,Martin Giese,1
Christian Neuenstadt,Ralf Möller 0001,1
Christian Neuenstadt,Sebastian Brandt 0001,1
Christian Neuenstadt,Steffen Lamparter,1
Christian Neuenstadt,Theofilos P. Mailis,1
Christian Neuenstadt,Yannis E. Ioannidis,1
Christian Neuenstadt,Yannis Kotidis,1
Christian Neuenstadt,Özgür L. Özçep,1
Christoforos Svingos,Diego Calvanese,1
Christoforos Svingos,Dimitris Bilidas,1
Christoforos Svingos,Dmitriy Zheleznyakov,1
Christoforos Svingos,Ernesto Jiménez-Ruiz,1
Christoforos Svingos,Evgeny Kharlamov,1
Christoforos Svingos,Guohui Xiao 0001,1
Christoforos Svingos,Ian Horrocks,1
Christoforos Svingos,Konstantina Bereta,1
Christoforos Svingos,Martin Giese,1
Christoforos Svingos,Ralf Möller 0001,1
Christoforos Svingos,Sebastian Brandt 0001,1
Christoforos Svingos,Steffen Lamparter,1
Christoforos Svingos,Theofilos P. Mailis,1
Christoforos Svingos,Özgür L. Özçep,1
Diego Calvanese,Dimitris Bilidas,1
Diego Calvanese,Dmitriy Zheleznyakov,1
Diego Calvanese,Ernesto Jiménez-Ruiz,1
Diego Calvanese,Evgeny Kharlamov,1
Diego Calvanese,Guohui Xiao 0001,1
Diego Calvanese,Ian Horrocks,1
Diego Calvanese,Konstantina Bereta,1
Diego Calvanese,Martin Giese,1
Diego Calvanese,Ralf Möller 0001,1
Diego Calvanese,Sebastian Brandt 0001,1
Diego Calvanese,Steffen Lamparter,1
Diego Calvanese,Theofilos P. Mailis,1
Diego Calvanese,Yannis E. Ioannidis,1
Diego Calvanese,Yannis Kotidis,1
Diego Calvanese,Özgür L. Özçep,1
Dimitris Bilidas,Dmitriy Zheleznyakov,1
Dimitris Bilidas,Ernesto Jiménez-Ruiz,1
Dimitris Bilidas,Evgeny Kharlamov,1
Dimitris Bilidas,Guohui Xiao 0001,1
Dimitris Bilidas,Ian Horrocks,1
Dimitris Bilidas,Konstantina Bereta,1
Dimitris Bilidas,Martin Giese,1
Dimitris Bilidas,Ralf Möller 0001,1
Dimitris Bilidas,Sebastian Brandt 0001,1
Dimitris Bilidas,Steffen Lamparter,1
Dimitris Bilidas,Theofilos P. Mailis,1
Dimitris Bilidas,Yannis E. Ioannidis,1
Dimitris Bilidas,Yannis Kotidis,1
Dimitris Bilidas,Özgür L. Özçep,1
Dmitriy Zheleznyakov,Ernesto Jiménez-Ruiz,1
Dmitriy Zheleznyakov,Evgeny Kharlamov,1
Dmitriy Zheleznyakov,Guohui Xiao 0001,1
Dmitriy Zheleznyakov,Ian Horrocks,1
Dmitriy Zheleznyakov,Konstantina Bereta,1
Dmitriy Zheleznyakov,Martin Giese,1
Dmitriy Zheleznyakov,Ralf Möller 0001,1
Dmitriy Zheleznyakov,Sebastian Brandt 0001,1
Dmitriy Zheleznyakov,Steffen Lamparter,1
Dmitriy Zheleznyakov,Theofilos P. Mailis,1
Dmitriy Zheleznyakov,Yannis E. Ioannidis,1
Dmitriy Zheleznyakov,Yannis Kotidis,1
Dmitriy Zheleznyakov,Özgür L. Özçep,1
Ernesto Jiménez-Ruiz,Evgeny Kharlamov,1
Ernesto Jiménez-Ruiz,Guohui Xiao 0001,1
Ernesto Jiménez-Ruiz,Ian Horrocks,1
Ernesto Jiménez-Ruiz,Konstantina Bereta,1
Ernesto Jiménez-Ruiz,Martin Giese,1
Ernesto Jiménez-Ruiz,Ralf Möller 0001,1
Ernesto Jiménez-Ruiz,Sebastian Brandt 0001,1
Ernesto Jiménez-Ruiz,Steffen Lamparter,1
Ernesto Jiménez-Ruiz,Theofilos P. Mailis,1
Ernesto Jiménez-Ruiz,Yannis E. Ioannidis,1
Ernesto Jiménez-Ruiz,Yannis Kotidis,1
Ernesto Jiménez-Ruiz,Özgür L. Özçep,1
Evgeny Kharlamov,Guohui Xiao 0001,1
Evgeny Kharlamov,Ian Horrocks,1
Evgeny Kharlamov,Konstantina Bereta,1
Evgeny Kharlamov,Martin Giese,1
Evgeny Kharlamov,Ralf Möller 0001,1
Evgeny Kharlamov,Sebastian Brandt 0001,1
Evgeny Kharlamov,Steffen Lamparter,1
Evgeny Kharlamov,Theofilos P. Mailis,1
Evgeny Kharlamov,Yannis E. Ioannidis,1
Evgeny Kharlamov,Yannis Kotidis,1
Evgeny Kharlamov,Özgür L. Özçep,1
Guohui Xiao 0001,Ian Horrocks,1
Guohui Xiao 0001,Konstantina Bereta,1
Guohui Xiao 0001,Martin Giese,1
Guohui Xiao 0001,Ralf Möller 0001,1
Guohui Xiao 0001,Sebastian Brandt 0001,1
Guohui Xiao 0001,Steffen Lamparter,1
Guohui Xiao 0001,Theofilos P. Mailis,1
Guohui Xiao 0001,Yannis E. Ioannidis,1
Guohui Xiao 0001,Yannis Kotidis,1
Guohui Xiao 0001,Özgür L. Özçep,1
Ian Horrocks,Konstantina Bereta,1
Ian Horrocks,Martin Giese,1
Ian Horrocks,Ralf Möller 0001,1
Ian Horrocks,Sebastian Brandt 0001,1
Ian Horrocks,Steffen Lamparter,1
Ian Horrocks,Theofilos P. Mailis,1
Ian Horrocks,Yannis E. Ioannidis,1
Ian Horrocks,Yannis Kotidis,1
Ian Horrocks,Özgür L. Özçep,1
Konstantina Bereta,Martin Giese,1
Konstantina Bereta,Ralf Möller 0001,1
Konstantina Bereta,Sebastian Brandt 0001,1
Konstantina Bereta,Steffen Lamparter,1
Konstantina Bereta,Theofilos P. Mailis,1
Konstantina Bereta,Yannis E. Ioannidis,1
Konstantina Bereta,Yannis Kotidis,1
Konstantina Bereta,Özgür L. Özçep,1
Martin Giese,Ralf Möller 0001,1
Martin Giese,Sebastian Brandt 0001,1
Martin Giese,Steffen Lamparter,1
Martin Giese,Theofilos P. Mailis,1
Martin Giese,Yannis E. Ioannidis,1
Martin Giese,Yannis Kotidis,1
Martin Giese,Özgür L. Özçep,1
Ralf Möller 0001,Sebastian Brandt 0001,1
Ralf Möller 0001,Steffen Lamparter,1
Ralf Möller 0001,Theofilos P. Mailis,1
Ralf Möller 0001,Yannis E. Ioannidis,1
Ralf Möller 0001,Yannis Kotidis,1
Ralf Möller 0001,Özgür L. Özçep,1
Sebastian Brandt 0001,Steffen Lamparter,1
Sebastian Brandt 0001,Theofilos P. Mailis,1
Sebastian Brandt 0001,Yannis E. Ioannidis,1
Sebastian Brandt 0001,Yannis Kotidis,1
Sebastian Brandt 0001,Özgür L. Özçep,1
Steffen Lamparter,Theofilos P. Mailis,1
Steffen Lamparter,Yannis E. Ioannidis,1
Steffen Lamparter,Yannis Kotidis,1
Steffen Lamparter,Özgür L. Özçep,1
Theofilos P. Mailis,Yannis E. Ioannidis,1
Theofilos P. Mailis,Yannis Kotidis,1
Theofilos P. Mailis,Özgür L. Özçep,1
Yannis E. Ioannidis,Özgür L. Özçep,1
Yannis Kotidis,Özgür L. Özçep,1
Addhyan Pandey,Ali Vanderveld,1
Addhyan Pandey,Angela Han,1
Addhyan Pandey,Rajesh Parekh,1
Ali Vanderveld,Angela Han,1
Ali Vanderveld,Rajesh Parekh,1
Angela Han,Rajesh Parekh,1
Paul Ogilvie,Qiang Zhu 0002,1
Paul Ogilvie,Songtao Guo,1
Paul Ogilvie,Yan Liu,1
Qiang Zhu 0002,Yan Liu,1
Songtao Guo,Yan Liu,1
Gia-Hung Nguyen,Laure Soulier,1
Gia-Hung Nguyen,Lynda Tamine,1
Laure Soulier,Lynda Tamine,1
Chi-Chun Lin,Kun-Ta Chuang,1
Chi-Chun Lin,Ming-Syan Chen,1
Chi-Chun Lin,Wush Chi-Hsuan Wu,1
Kun-Ta Chuang,Ming-Syan Chen,1
Kun-Ta Chuang,Wush Chi-Hsuan Wu,1
Ming-Syan Chen,Wush Chi-Hsuan Wu,1
Bhanukiran Vinzamuri,Chandan K. Reddy,1
Bhanukiran Vinzamuri,Karthik K. Padthe,1
Bhanukiran Vinzamuri,Ping Wang,1
Chandan K. Reddy,Karthik K. Padthe,1
Chandan K. Reddy,Ping Wang,1
Karthik K. Padthe,Ping Wang,1
Alexander Kotov,Saeid Balaneshinkordan,1
Daixin Wang,Peng Cui 0001,1
Daixin Wang,Wenwu Zhu 0001,1
Peng Cui 0001,Wenwu Zhu 0001,3
Bin Liu 0020,Chuanren Liu,1
Bin Liu 0020,Hui Xiong 0001,1
Bin Liu 0020,Meng Qu,1
Bin Liu 0020,Yanchi Liu,1
Chuanren Liu,Hui Xiong 0001,4
Chuanren Liu,Meng Qu,1
Chuanren Liu,Yanchi Liu,1
Hui Xiong 0001,Meng Qu,1
Hui Xiong 0001,Yanchi Liu,1
Meng Qu,Yanchi Liu,1
Baichuan Zhang,Mohammad Al Hasan,1
Baichuan Zhang,Murat Dundar,1
Mohammad Al Hasan,Murat Dundar,1
De-Nian Yang,Hui-Ju Hung,1
De-Nian Yang,Jian Pei,1
De-Nian Yang,Liang-Hao Huang,1
Hong-Han Shuai,Hui-Ju Hung,1
Hong-Han Shuai,Jian Pei,1
Hong-Han Shuai,Liang-Hao Huang,1
Hui-Ju Hung,Jian Pei,1
Hui-Ju Hung,Liang-Hao Huang,1
Hui-Ju Hung,Ming-Syan Chen,1
Hui-Ju Hung,Wang-Chien Lee,1
Jian Pei,Liang-Hao Huang,1
Jian Pei,Ming-Syan Chen,1
Jian Pei,Wang-Chien Lee,1
Liang-Hao Huang,Ming-Syan Chen,1
Liang-Hao Huang,Wang-Chien Lee,1
Carlos Guestrin,Marco Túlio Ribeiro,1
Carlos Guestrin,Sameer Singh 0001,1
Marco Túlio Ribeiro,Sameer Singh 0001,1
Ahmad Mahmoody,Charalampos E. Tsourakakis,1
Ahmad Mahmoody,Eli Upfal,1
Charalampos E. Tsourakakis,Eli Upfal,1
Ganzhao Yuan,Yin Yang 0001,1
Ganzhao Yuan,Zhenjie Zhang,1
Ganzhao Yuan,Zhifeng Hao,1
Yin Yang 0001,Zhenjie Zhang,1
Yin Yang 0001,Zhifeng Hao,1
Zhenjie Zhang,Zhifeng Hao,1
Bing Liu 0001,Geli Fei,2
Geli Fei,Shuai Wang 0020,2
Jun Huan,Xiaoli Li 0013,1
Kevin Chen-Chuan Chang,Vincent Wenchen Zheng,1
Chandan K. Reddy,Mahtab Jahanbani Fard,1
Chandan K. Reddy,Ratna Babu Chinnam,1
Chandan K. Reddy,Sattar Ameri,1
Mahtab Jahanbani Fard,Ratna Babu Chinnam,1
Mahtab Jahanbani Fard,Sattar Ameri,1
Ratna Babu Chinnam,Sattar Ameri,1
Debasis Ganguly,Dwaipayan Roy,1
Debasis Ganguly,Gareth J. F. Jones,1
Debasis Ganguly,Mandar Mitra,1
Dwaipayan Roy,Gareth J. F. Jones,1
Dwaipayan Roy,Mandar Mitra,1
Gareth J. F. Jones,Mandar Mitra,1
Dhruv Arya,Jia Li,1
Dhruv Arya,Shakti Sinha,1
Dhruv Arya,Viet Ha-Thuc,1
Jia Li,Shakti Sinha,1
Jia Li,Viet Ha-Thuc,1
Shakti Sinha,Viet Ha-Thuc,1
Aristides Gionis,Eric Malmi,1
Aristides Gionis,Hannu Toivonen,1
Aristides Gionis,Pyry Takala,1
Aristides Gionis,Tapani Raiko,1
Eric Malmi,Hannu Toivonen,1
Eric Malmi,Pyry Takala,1
Eric Malmi,Tapani Raiko,1
Hannu Toivonen,Pyry Takala,1
Hannu Toivonen,Tapani Raiko,1
Pyry Takala,Tapani Raiko,1
Cheng Soon Ong,Dawei Chen,1
Cheng Soon Ong,Lexing Xie,2
Dawei Chen,Lexing Xie,1
Carlos Castillo 0001,Francesco Bonchi,1
Carlos Castillo 0001,Sara Hajian,1
Francesco Bonchi,Sara Hajian,1
Enhong Chen,Fangshuang Tang,1
Enhong Chen,Yanjie Fu,1
Fangshuang Tang,Hengshu Zhu,1
Fangshuang Tang,Hui Xiong 0001,1
Fangshuang Tang,Qi Liu 0003,1
Fangshuang Tang,Yanjie Fu,1
Fangshuang Tang,Yong Ge,1
Hengshu Zhu,Yanjie Fu,1
Hengshu Zhu,Yong Ge,2
Hui Xiong 0001,Yanjie Fu,1
Hui Xiong 0001,Yong Ge,1
Qi Liu 0003,Yanjie Fu,1
Yanjie Fu,Yong Ge,1
Nanyu Chen,Ya Xu,1
Corina Graif,Daniel Kifer,1
Corina Graif,Hongjian Wang 0002,1
Corina Graif,Zhenhui Li,1
Daniel Kifer,Hongjian Wang 0002,1
Daniel Kifer,Zhenhui Li,1
Hongjian Wang 0002,Zhenhui Li,1
Ananth Grama,Mehmet Koyutürk,1
Ananth Grama,Mustafa Coskun,1
Mehmet Koyutürk,Mustafa Coskun,1
Erfan Tavakoli,Le Song,1
Erfan Tavakoli,Manuel Gomez-Rodriguez,1
Erfan Tavakoli,Mehrdad Farajtabar,1
Erfan Tavakoli,Mohammad Reza Karimi,1
Le Song,Mehrdad Farajtabar,1
Le Song,Mohammad Reza Karimi,1
Manuel Gomez-Rodriguez,Mehrdad Farajtabar,1
Manuel Gomez-Rodriguez,Mohammad Reza Karimi,1
Mehrdad Farajtabar,Mohammad Reza Karimi,1
Bo Jin 0001,Chao Che,1
Bo Jin 0001,Cuili Yao,1
Bo Jin 0001,Kuifei Yu,1
Bo Jin 0001,Li Guo 0008,1
Bo Jin 0001,Qiang Zhang 0008,1
Bo Jin 0001,Ruiyun Yu,1
Bo Jin 0001,Yue Qu,1
Chao Che,Cuili Yao,1
Chao Che,Kuifei Yu,1
Chao Che,Li Guo 0008,1
Chao Che,Qiang Zhang 0008,1
Chao Che,Ruiyun Yu,1
Chao Che,Yue Qu,1
Cuili Yao,Kuifei Yu,1
Cuili Yao,Li Guo 0008,1
Cuili Yao,Qiang Zhang 0008,1
Cuili Yao,Ruiyun Yu,1
Cuili Yao,Yue Qu,1
Kuifei Yu,Li Guo 0008,1
Kuifei Yu,Qiang Zhang 0008,1
Kuifei Yu,Ruiyun Yu,1
Kuifei Yu,Yue Qu,1
Li Guo 0008,Qiang Zhang 0008,1
Li Guo 0008,Ruiyun Yu,1
Li Guo 0008,Yue Qu,1
Qiang Zhang 0008,Ruiyun Yu,1
Qiang Zhang 0008,Yue Qu,1
Ruiyun Yu,Yue Qu,1
Shuo Chen 0008,Thorsten Joachims,1
Horesh Ben Shitrit,Jan Van Haaren,1
Horesh Ben Shitrit,Jesse Davis,1
Horesh Ben Shitrit,Pascal Fua,1
Jan Van Haaren,Jesse Davis,1
Jan Van Haaren,Pascal Fua,1
Jesse Davis,Pascal Fua,1
