From,To,weight
Xiao Wang 0017,Yuanfu Lu,1
Yanfang Ye,Yuanfu Lu,1
Hong-Linh Truong 0001,Ian T. Foster,1
Hong-Linh Truong 0001,Krists Kreics,1
Hong-Linh Truong 0001,Kyle Chard,1
Hong-Linh Truong 0001,Matt Baughman,1
Hong-Linh Truong 0001,Nifesh Chakubaji,1
Ian T. Foster,Krists Kreics,1
Ian T. Foster,Kyle Chard,1
Ian T. Foster,Matt Baughman,1
Ian T. Foster,Nifesh Chakubaji,1
Krists Kreics,Kyle Chard,1
Krists Kreics,Matt Baughman,1
Krists Kreics,Nifesh Chakubaji,1
Kyle Chard,Matt Baughman,1
Kyle Chard,Nifesh Chakubaji,1
Matt Baughman,Nifesh Chakubaji,1
Amit Datta,Jianan Lu,1
Amit Datta,Michael Carl Tschantz,1
Jianan Lu,Michael Carl Tschantz,1
Amanuel Alambo,Amit P. Sheth,1
Amanuel Alambo,Joy Prakash Sain,1
Amanuel Alambo,Jyotishman Pathak,1
Amanuel Alambo,Krishnaprasad Thirunarayan,1
Amanuel Alambo,Manas Gaur,1
Amanuel Alambo,Ramakanth Kavuluru,1
Amanuel Alambo,Randy S. Welton,1
Amanuel Alambo,Ugur Kursuncu,1
Amit P. Sheth,Joy Prakash Sain,1
Amit P. Sheth,Jyotishman Pathak,1
Amit P. Sheth,Krishnaprasad Thirunarayan,1
Amit P. Sheth,Manas Gaur,1
Amit P. Sheth,Ramakanth Kavuluru,1
Amit P. Sheth,Randy S. Welton,1
Amit P. Sheth,Ugur Kursuncu,1
Joy Prakash Sain,Jyotishman Pathak,1
Joy Prakash Sain,Krishnaprasad Thirunarayan,1
Joy Prakash Sain,Manas Gaur,1
Joy Prakash Sain,Ramakanth Kavuluru,1
Joy Prakash Sain,Randy S. Welton,1
Joy Prakash Sain,Ugur Kursuncu,1
Jyotishman Pathak,Krishnaprasad Thirunarayan,1
Jyotishman Pathak,Manas Gaur,1
Jyotishman Pathak,Ramakanth Kavuluru,1
Jyotishman Pathak,Randy S. Welton,1
Jyotishman Pathak,Ugur Kursuncu,1
Krishnaprasad Thirunarayan,Manas Gaur,1
Krishnaprasad Thirunarayan,Ramakanth Kavuluru,1
Krishnaprasad Thirunarayan,Randy S. Welton,1
Krishnaprasad Thirunarayan,Ugur Kursuncu,1
Manas Gaur,Ramakanth Kavuluru,1
Manas Gaur,Randy S. Welton,1
Manas Gaur,Ugur Kursuncu,1
Ramakanth Kavuluru,Randy S. Welton,1
Ramakanth Kavuluru,Ugur Kursuncu,1
Randy S. Welton,Ugur Kursuncu,1
Lukasz Podlodowski,Marek Kozlowski,1
Evangelos Kanoulas,Jie Zou,1
Daisuke Maeda,Sudhanshu Gaur,1
Florian Lemmerich,Lisette Espín-Noboa,1
Florian Lemmerich,Mark A. Musen,1
Florian Lemmerich,Markus Strohmaier,1
Florian Lemmerich,Simon Walk,1
Lisette Espín-Noboa,Mark A. Musen,1
Lisette Espín-Noboa,Markus Strohmaier,1
Lisette Espín-Noboa,Simon Walk,1
Mark A. Musen,Markus Strohmaier,1
Mark A. Musen,Simon Walk,1
Markus Strohmaier,Simon Walk,2
Chenhao Niu,Dan Pei,1
Chenhao Niu,Rong Liu,1
Chenhao Niu,Wei Sun,1
Chenhao Niu,Ya Su,1
Chenhao Niu,Youjian Zhao,1
Dan Pei,Rong Liu,1
Dan Pei,Wei Sun,1
Dan Pei,Ya Su,1
Dan Pei,Youjian Zhao,1
Rong Liu,Wei Sun,1
Rong Liu,Ya Su,1
Rong Liu,Youjian Zhao,1
Wei Sun,Ya Su,1
Wei Sun,Youjian Zhao,1
Ya Su,Youjian Zhao,1
Itaru Nishioka,Wemer M. Wee,1
Itaru Nishioka,Yasuhisa Suzuki,1
Wemer M. Wee,Yasuhisa Suzuki,1
Ehimwenma Nosakhare,Rosalind W. Picard,1
Claire Cardie,Esin Durmus,1
Mounia Lalmas,Paolo Dragone,1
Mounia Lalmas,Rishabh Mehrotra,2
Paolo Dragone,Rishabh Mehrotra,1
Julie Shah,Steven Schockaert,1
Julie Shah,Yilun Zhou,1
Steven Schockaert,Yilun Zhou,1
Sourav S. Bhowmick,Xi Lin,1
Sourav S. Bhowmick,Xiaokui Xiao,1
Sourav S. Bhowmick,Yequan Wang,1
Sourav S. Bhowmick,Zengxiang Li,1
Xi Lin,Xiaokui Xiao,1
Xi Lin,Yequan Wang,1
Xi Lin,Zengxiang Li,1
Xiaokui Xiao,Yequan Wang,1
Xiaokui Xiao,Zengxiang Li,1
Yequan Wang,Zengxiang Li,1
Abrar Rahman,Ari Mitra,1
Abrar Rahman,Fuad Rahman,1
Ari Mitra,Fuad Rahman,1
Ari Mitra,Marvin J. Slepian,1
Fuad Rahman,Marvin J. Slepian,1
Haozhou Li,Qinke Peng,1
Haozhou Li,Tian Han 0008,1
Haozhou Li,Yan Gu,1
Haozhou Li,Yiqing Shen 0001,1
Qinke Peng,Tian Han 0008,1
Qinke Peng,Yan Gu,1
Qinke Peng,Yiqing Shen 0001,1
Tian Han 0008,Yan Gu,1
Tian Han 0008,Yiqing Shen 0001,1
Yan Gu,Yiqing Shen 0001,1
Guihai Chen,Paul Weng,2
Guihai Chen,Qitian Wu,2
Guihai Chen,Yirui Gao,1
Paul Weng,Qitian Wu,2
Paul Weng,Xiaofeng Gao,2
Paul Weng,Yirui Gao,1
Qitian Wu,Xiaofeng Gao,2
Qitian Wu,Yirui Gao,1
Xiaofeng Gao,Yirui Gao,1
Faisal F. Qarah,Yi-Cheng Tu,1
Dafna Shahaf,Idan Segev,1
Dafna Shahaf,Michael Doron,1
Idan Segev,Michael Doron,1
Bowen Song,Chaochao Chen 0001,1
Bowen Song,Jun Zhou 0011,1
Bowen Song,Kenny Q. Zhu,1
Bowen Song,Li Wang 0056,1
Bowen Song,Wenjing Fang,1
Chaochao Chen 0001,Jun Zhou 0011,1
Chaochao Chen 0001,Kenny Q. Zhu,1
Chaochao Chen 0001,Li Wang 0056,1
Chaochao Chen 0001,Wenjing Fang,1
Jun Zhou 0011,Kenny Q. Zhu,1
Jun Zhou 0011,Wenjing Fang,1
Kenny Q. Zhu,Li Wang 0056,1
Kenny Q. Zhu,Wenjing Fang,1
Li Wang 0056,Wenjing Fang,1
Jie Yang,Natalia Ostapuk,1
Jie Yang,Philippe Cudré-Mauroux,3
Natalia Ostapuk,Philippe Cudré-Mauroux,1
Christo Wilson,Desheng Hu,1
Desheng Hu,Ronald E. Robertson,1
Desheng Hu,Shan Jiang 0008,1
Atsuya Nasu,Fumihiko Ino,1
Atsuya Nasu,Kenji Yoneo,1
Atsuya Nasu,Masao Okita,1
Fumihiko Ino,Kenji Yoneo,1
Fumihiko Ino,Masao Okita,1
Kenji Yoneo,Masao Okita,1
Guillaume Salha,Michalis Vazirgiannis,1
Guillaume Salha,Romain Hennequin,1
Guillaume Salha,Stratis Limnios,1
Guillaume Salha,Viet-Anh Tran,1
Michalis Vazirgiannis,Romain Hennequin,1
Michalis Vazirgiannis,Stratis Limnios,1
Michalis Vazirgiannis,Viet-Anh Tran,1
Romain Hennequin,Stratis Limnios,1
Romain Hennequin,Viet-Anh Tran,1
Stratis Limnios,Viet-Anh Tran,1
James Caverlee,Ziwei Zhu,1
Jianling Wang,Ziwei Zhu,1
Bin Liu,Huifeng Guo,1
Bin Liu,Jinkai Yu,1
Bin Liu,Ruiming Tang,1
Bin Liu,Yingzhi Chen,1
Bin Liu,Yuzhou Zhang,1
Huifeng Guo,Jinkai Yu,1
Huifeng Guo,Ruiming Tang,1
Huifeng Guo,Yingzhi Chen,1
Huifeng Guo,Yuzhou Zhang,1
Jinkai Yu,Ruiming Tang,1
Jinkai Yu,Yingzhi Chen,1
Jinkai Yu,Yuzhou Zhang,1
Ruiming Tang,Yingzhi Chen,1
Ruiming Tang,Yuzhou Zhang,1
Yingzhi Chen,Yuzhou Zhang,1
Antonio Pastor,Arturo Azcorra,1
Antonio Pastor,Matti Antero Parssinen,1
Antonio Pastor,Mikko Kotila,1
Antonio Pastor,Patricia Callejo,1
Antonio Pastor,Pelayo Vallina,1
Antonio Pastor,Rubén Cuevas,1
Antonio Pastor,Ángel Cuevas,1
Arturo Azcorra,Matti Antero Parssinen,1
Arturo Azcorra,Mikko Kotila,1
Arturo Azcorra,Patricia Callejo,1
Arturo Azcorra,Pelayo Vallina,1
Arturo Azcorra,Rubén Cuevas,1
Arturo Azcorra,Ángel Cuevas,1
Matti Antero Parssinen,Mikko Kotila,1
Matti Antero Parssinen,Patricia Callejo,1
Matti Antero Parssinen,Pelayo Vallina,1
Matti Antero Parssinen,Rubén Cuevas,1
Matti Antero Parssinen,Ángel Cuevas,1
Mikko Kotila,Patricia Callejo,1
Mikko Kotila,Pelayo Vallina,1
Mikko Kotila,Rubén Cuevas,1
Mikko Kotila,Ángel Cuevas,1
Patricia Callejo,Pelayo Vallina,1
Patricia Callejo,Rubén Cuevas,1
Patricia Callejo,Ángel Cuevas,1
Pelayo Vallina,Rubén Cuevas,1
Pelayo Vallina,Ángel Cuevas,1
Rubén Cuevas,Ángel Cuevas,1
Hady W. Lauw,Quoc-Tuan Truong,1
Bernhard Kratzwald,Stefan Feuerriegel,1
Angelo Furno,Cecile Daniel,1
Angelo Furno,Eugenio Zimeo,1
Cecile Daniel,Eugenio Zimeo,1
Anthony Kougkas,Hariharan Devarajan,1
Anthony Kougkas,Kun Feng,1
Anthony Kougkas,Xian-He Sun,1
Hariharan Devarajan,Kun Feng,1
Hariharan Devarajan,Xian-He Sun,1
Kun Feng,Xian-He Sun,1
George Trimponias,Qiang Yang 0001,1
George Trimponias,Xiaojuan Ma,1
Qiang Yang 0001,Xiaojuan Ma,1
Changlong Sun,Kaisong Song,1
Changlong Sun,Qi Zhang 0001,1
Changlong Sun,Xuanjing Huang,1
Kaisong Song,Lujun Zhao,1
Kaisong Song,Qi Zhang 0001,1
Kaisong Song,Xiaozhong Liu,1
Kaisong Song,Xuanjing Huang,1
Lujun Zhao,Qi Zhang 0001,1
Lujun Zhao,Xuanjing Huang,1
Qi Zhang 0001,Xiaozhong Liu,1
Qi Zhang 0001,Xuanjing Huang,1
Xiaozhong Liu,Xuanjing Huang,1
Bin Yao 0002,Kai Zheng 0001,1
Bin Yao 0002,Liwei Deng,1
Bin Yao 0002,Vincent W. Zheng,1
Bin Yao 0002,Yan Zhao 0008,1
Bin Yao 0002,Yue Cui,1
Kai Zheng 0001,Liwei Deng,1
Kai Zheng 0001,Vincent W. Zheng,1
Kai Zheng 0001,Yan Zhao 0008,1
Kai Zheng 0001,Yue Cui,1
Liwei Deng,Vincent W. Zheng,1
Liwei Deng,Yan Zhao 0008,1
Liwei Deng,Yue Cui,1
Vincent W. Zheng,Yan Zhao 0008,1
Vincent W. Zheng,Yue Cui,1
Yan Zhao 0008,Yue Cui,1
Junwei Zhang,Shouke Qin,1
Junwei Zhang,Tao Deng,1
Junwei Zhang,Weihan Tan,1
Junwei Zhang,Xiao Yang,1
Junwei Zhang,Xutian Tao,1
Junwei Zhang,Zongyao Ding,1
Shouke Qin,Weihan Tan,1
Shouke Qin,Xutian Tao,1
Tao Deng,Weihan Tan,1
Tao Deng,Xutian Tao,1
Weihan Tan,Xiao Yang,1
Weihan Tan,Xutian Tao,1
Weihan Tan,Zongyao Ding,1
Xiao Yang,Xutian Tao,1
Xutian Tao,Zongyao Ding,1
Tommaso Di Noia,Vito Walter Anelli,1
Hongxia Jin,Tong Yu 0001,1
Hongxia Jin,Yilin Shen,1
Tong Yu 0001,Yilin Shen,1
Faisal Farooq,Prithwish Chakraborty,1
Chaity Banerjee,Eduardo Pasiliao,1
Chaity Banerjee,Tathagata Mukherjee,1
Chaity Banerjee,Vishal Perekadan,1
Eduardo Pasiliao,Tathagata Mukherjee,1
Eduardo Pasiliao,Vishal Perekadan,1
Tathagata Mukherjee,Vishal Perekadan,1
C. Saideep,Koji Zettsu,1
C. Saideep,Masaru Kitsuregawa,1
C. Saideep,Masashi Toyoda,1
C. Saideep,P. Krishna Reddy,1
C. Saideep,R. Uday Kiran,1
Koji Zettsu,Masaru Kitsuregawa,1
Koji Zettsu,Masashi Toyoda,1
Koji Zettsu,P. Krishna Reddy,1
Koji Zettsu,R. Uday Kiran,1
Masaru Kitsuregawa,Masashi Toyoda,1
Masaru Kitsuregawa,P. Krishna Reddy,1
Masaru Kitsuregawa,R. Uday Kiran,1
Masashi Toyoda,P. Krishna Reddy,1
Masashi Toyoda,R. Uday Kiran,1
P. Krishna Reddy,R. Uday Kiran,1
Erman Yafay,Ismail Sengor Altingovde,1
Emily P. Yang,Pascale Fung,1
Emily P. Yang,Xiaojuan Ma,1
Pascale Fung,Xiaojuan Ma,1
Jinli Zhang,Wei Quan,1
Jinli Zhang,Xiaohua Tony Hu,1
Wei Quan,Xiaohua Tony Hu,1
Apostol Natsev,Ariel Gordon,1
Apostol Natsev,Balakrishnan Varadarajan,1
Apostol Natsev,Joonseok Lee,1
Apostol Natsev,Seong Jae Hwang,1
Apostol Natsev,Zheng Xu,1
Ariel Gordon,Balakrishnan Varadarajan,1
Ariel Gordon,Joonseok Lee,1
Ariel Gordon,Seong Jae Hwang,1
Ariel Gordon,Zheng Xu,1
Balakrishnan Varadarajan,Joonseok Lee,1
Balakrishnan Varadarajan,Seong Jae Hwang,1
Balakrishnan Varadarajan,Zheng Xu,1
Joonseok Lee,Seong Jae Hwang,1
Joonseok Lee,Zheng Xu,1
Seong Jae Hwang,Zheng Xu,1
Song Zuo,Yulong Zeng,1
Gareth Tyson,Mohamed Ali Kâafar,1
Gareth Tyson,Muhammad Ikram,1
Gareth Tyson,Noha Loizon,1
Gareth Tyson,Rahat Masood,1
Gareth Tyson,Roya Ensafi,1
Mohamed Ali Kâafar,Muhammad Ikram,1
Mohamed Ali Kâafar,Noha Loizon,1
Mohamed Ali Kâafar,Rahat Masood,1
Mohamed Ali Kâafar,Roya Ensafi,1
Muhammad Ikram,Noha Loizon,1
Muhammad Ikram,Rahat Masood,1
Muhammad Ikram,Roya Ensafi,1
Noha Loizon,Rahat Masood,1
Noha Loizon,Roya Ensafi,1
Rahat Masood,Roya Ensafi,1
Boris Motik,Ian Horrocks,1
Boris Motik,Jacopo Urbani,1
Boris Motik,Pan Hu,1
Ian Horrocks,Jacopo Urbani,1
Ian Horrocks,Pan Hu,1
Jacopo Urbani,Pan Hu,1
George Karypis,Mohit Sharma,2
George Karypis,Saurav Manchanda,1
Mohit Sharma,Saurav Manchanda,1
Andrea Sboner,Chang Su,1
Andrea Sboner,Fei Wang,1
Andrea Sboner,Sendong Zhao,1
Chang Su,Fei Wang,1
Chang Su,Sendong Zhao,1
Fei Wang,Sendong Zhao,1
Feiyang Pan,Fuzhen Zhuang,1
Feiyang Pan,Pingzhong Tang,1
Feiyang Pan,Qing He 0003,1
Feiyang Pan,Qingpeng Cai,1
Fuzhen Zhuang,Pingzhong Tang,1
Fuzhen Zhuang,Qing He 0003,2
Fuzhen Zhuang,Qingpeng Cai,1
Pingzhong Tang,Qing He 0003,1
Pingzhong Tang,Qingpeng Cai,1
Qing He 0003,Qingpeng Cai,1
Bang Liu,Chaoyue Wang,1
Bang Liu,Di Niu,2
Bang Liu,Jinghong Lin,1
Bang Liu,Kunfeng Lai,2
Bang Liu,Shunnan Xu,1
Bang Liu,Weidong Guo,1
Bang Liu,Yu Xu,2
Chaoyue Wang,Di Niu,1
Chaoyue Wang,Jinghong Lin,1
Chaoyue Wang,Kunfeng Lai,1
Chaoyue Wang,Shunnan Xu,1
Chaoyue Wang,Weidong Guo,1
Chaoyue Wang,Yu Xu,1
Di Niu,Jinghong Lin,1
Di Niu,Kunfeng Lai,4
Di Niu,Shunnan Xu,1
Di Niu,Weidong Guo,2
Di Niu,Yu Xu,4
Jinghong Lin,Kunfeng Lai,1
Jinghong Lin,Shunnan Xu,1
Jinghong Lin,Weidong Guo,1
Jinghong Lin,Yu Xu,1
Kunfeng Lai,Shunnan Xu,1
Kunfeng Lai,Weidong Guo,2
Kunfeng Lai,Yu Xu,4
Shunnan Xu,Weidong Guo,1
Shunnan Xu,Yu Xu,1
Weidong Guo,Yu Xu,2
Amila Silva,Christopher Leckie,1
Amila Silva,Ling Luo,1
Amila Silva,Shanika Karunasekera,2
Christopher Leckie,Ling Luo,1
Ling Luo,Shanika Karunasekera,1
Anshul Kanakia,Darrin Eide,1
Anshul Kanakia,Kuansan Wang,1
Anshul Kanakia,Zhihong Shen,1
Darrin Eide,Kuansan Wang,1
Darrin Eide,Zhihong Shen,1
Kuansan Wang,Zhihong Shen,1
Alexandros Kapravelos,Nick Nikiforakis,1
Alexandros Kapravelos,Oleksii Starov,1
Alexandros Kapravelos,Pierre Laperdrix,1
Nick Nikiforakis,Oleksii Starov,1
Nick Nikiforakis,Pierre Laperdrix,1
Oleksii Starov,Pierre Laperdrix,1
Huanrui Luo,Ning Yang 0001,1
Huanrui Luo,Philip S. Yu,1
Ning Yang 0001,Philip S. Yu,1
Hyunjung Shim,Jongwuk Lee,1
Hyunjung Shim,Seunghyeon Kim,1
Jongwuk Lee,Seunghyeon Kim,1
Alexander Grass,Christian Beecks,1
Alexander Grass,Fabian Berns,1
Alexander Grass,Kjeld Willy Schmidt,1
C. Lee Giles,Kunho Kim,1
C. Lee Giles,Shaurya Rohatgi,1
Kunho Kim,Shaurya Rohatgi,1
Shitong Zhu,Umar Iqbal,1
Shitong Zhu,Weiteng Chen,1
Shitong Zhu,Zhiyun Qian,1
Shitong Zhu,Zhongjie Wang 0002,1
Shitong Zhu,Zubair Shafiq,1
Umar Iqbal,Weiteng Chen,1
Umar Iqbal,Zhiyun Qian,1
Umar Iqbal,Zhongjie Wang 0002,1
Umar Iqbal,Zubair Shafiq,1
Weiteng Chen,Zhiyun Qian,1
Weiteng Chen,Zhongjie Wang 0002,1
Weiteng Chen,Zubair Shafiq,1
Zhiyun Qian,Zhongjie Wang 0002,1
Zhiyun Qian,Zubair Shafiq,1
Zhongjie Wang 0002,Zubair Shafiq,1
Adam Fourney,Ece Kamar,1
Adam Fourney,Yongsung Kim,1
Ece Kamar,Yongsung Kim,1
Alessio Signorini,Andrew Trister,1
Alessio Signorini,Belle Tseng,1
Alessio Signorini,Filip Jankovic,1
Alessio Signorini,Han Hee Song,1
Alessio Signorini,Hyun Joon Jung,1
Alessio Signorini,Jie Shen,1
Alessio Signorini,Lampros Kourtis,1
Alessio Signorini,Luca Foschini,1
Alessio Signorini,Marc Sunga,1
Alessio Signorini,Melissa Pugh,1
Alessio Signorini,Nikki Marinsek,1
Alessio Signorini,Richard Chen,1
Alessio Signorini,Roy Yaari,1
Alessio Signorini,Vera Maljkovic,1
Andrew Trister,Belle Tseng,1
Andrew Trister,Filip Jankovic,1
Andrew Trister,Han Hee Song,1
Andrew Trister,Hyun Joon Jung,1
Andrew Trister,Jie Shen,1
Andrew Trister,Lampros Kourtis,1
Andrew Trister,Luca Foschini,1
Andrew Trister,Marc Sunga,1
Andrew Trister,Melissa Pugh,1
Andrew Trister,Nikki Marinsek,1
Andrew Trister,Richard Chen,1
Andrew Trister,Roy Yaari,1
Andrew Trister,Vera Maljkovic,1
Belle Tseng,Filip Jankovic,1
Belle Tseng,Han Hee Song,1
Belle Tseng,Hyun Joon Jung,1
Belle Tseng,Jie Shen,1
Belle Tseng,Lampros Kourtis,1
Belle Tseng,Luca Foschini,1
Belle Tseng,Marc Sunga,1
Belle Tseng,Melissa Pugh,1
Belle Tseng,Nikki Marinsek,1
Belle Tseng,Richard Chen,1
Belle Tseng,Roy Yaari,1
Belle Tseng,Vera Maljkovic,1
Filip Jankovic,Han Hee Song,1
Filip Jankovic,Hyun Joon Jung,1
Filip Jankovic,Jie Shen,1
Filip Jankovic,Lampros Kourtis,1
Filip Jankovic,Luca Foschini,1
Filip Jankovic,Marc Sunga,1
Filip Jankovic,Melissa Pugh,1
Filip Jankovic,Nikki Marinsek,1
Filip Jankovic,Richard Chen,1
Filip Jankovic,Roy Yaari,1
Filip Jankovic,Vera Maljkovic,1
Han Hee Song,Hyun Joon Jung,1
Han Hee Song,Jie Shen,1
Han Hee Song,Lampros Kourtis,1
Han Hee Song,Luca Foschini,1
Han Hee Song,Marc Sunga,1
Han Hee Song,Melissa Pugh,1
Han Hee Song,Nikki Marinsek,1
Han Hee Song,Richard Chen,1
Han Hee Song,Roy Yaari,1
Han Hee Song,Vera Maljkovic,1
Hyun Joon Jung,Jie Shen,1
Hyun Joon Jung,Lampros Kourtis,1
Hyun Joon Jung,Luca Foschini,1
Hyun Joon Jung,Marc Sunga,1
Hyun Joon Jung,Melissa Pugh,1
Hyun Joon Jung,Nikki Marinsek,1
Hyun Joon Jung,Richard Chen,1
Hyun Joon Jung,Roy Yaari,1
Hyun Joon Jung,Vera Maljkovic,1
Jie Shen,Lampros Kourtis,1
Jie Shen,Luca Foschini,1
Jie Shen,Marc Sunga,1
Jie Shen,Melissa Pugh,1
Jie Shen,Nikki Marinsek,1
Jie Shen,Richard Chen,1
Jie Shen,Roy Yaari,1
Jie Shen,Vera Maljkovic,1
Lampros Kourtis,Luca Foschini,1
Lampros Kourtis,Marc Sunga,1
Lampros Kourtis,Melissa Pugh,1
Lampros Kourtis,Nikki Marinsek,1
Lampros Kourtis,Richard Chen,1
Lampros Kourtis,Roy Yaari,1
Lampros Kourtis,Vera Maljkovic,1
Luca Foschini,Marc Sunga,1
Luca Foschini,Melissa Pugh,1
Luca Foschini,Nikki Marinsek,1
Luca Foschini,Richard Chen,1
Luca Foschini,Roy Yaari,1
Luca Foschini,Vera Maljkovic,1
Marc Sunga,Melissa Pugh,1
Marc Sunga,Nikki Marinsek,1
Marc Sunga,Richard Chen,1
Marc Sunga,Roy Yaari,1
Marc Sunga,Vera Maljkovic,1
Melissa Pugh,Nikki Marinsek,1
Melissa Pugh,Richard Chen,1
Melissa Pugh,Roy Yaari,1
Melissa Pugh,Vera Maljkovic,1
Nikki Marinsek,Richard Chen,1
Nikki Marinsek,Roy Yaari,1
Nikki Marinsek,Vera Maljkovic,1
Richard Chen,Roy Yaari,1
Richard Chen,Vera Maljkovic,1
Roy Yaari,Vera Maljkovic,1
Meng Liu 0006,Tat-Seng Chua,1
Meng Liu 0006,Xiang Wang 0010,1
Meng Liu 0006,Xiangnan He 0001,1
Meng Liu 0006,Yixin Cao 0002,1
Tat-Seng Chua,Yixin Cao 0002,2
Xiang Wang 0010,Yixin Cao 0002,2
Xiangnan He 0001,Yixin Cao 0002,2
Chao Huang 0001,Chuxu Zhang,3
Chao Huang 0001,Dawei Yin,2
Chao Huang 0001,Jiashu Zhao,2
Chuxu Zhang,Dawei Yin,2
Chuxu Zhang,Jiashu Zhao,2
Chuxu Zhang,Nitesh V. Chawla,3
Chuxu Zhang,Xian Wu,2
Dawei Yin,Nitesh V. Chawla,2
Dawei Yin,Xian Wu,2
Jiashu Zhao,Nitesh V. Chawla,2
Jiashu Zhao,Xian Wu,2
Meng Jiang 0001,Qingkai Zeng,1
Meng Jiang 0001,Wenhao Yu,1
Meng Jiang 0001,Zongze Li,1
Qingkai Zeng,Wenhao Yu,1
Qingkai Zeng,Zongze Li,1
Wenhao Yu,Zongze Li,1
Candice Mitchell,Joshua Parker,1
Candice Mitchell,Rajeev Agrawal,1
Joshua Parker,Rajeev Agrawal,1
Akbar Siami Namin,Neda Tavakoli,1
Akbar Siami Namin,Sima Siami-Namini,2
Neda Tavakoli,Sima Siami-Namini,1
Dan Wang,Liang Zhang,1
Dan Wang,Qiang Li 0024,1
Dan Wang,Quanyu Dai,1
Dan Wang,Xiao Shen 0001,1
Liang Zhang,Qiang Li 0024,1
Liang Zhang,Xiao Shen 0001,1
Qiang Li 0024,Quanyu Dai,1
Qiang Li 0024,Xiao Shen 0001,1
Quanyu Dai,Xiao Shen 0001,1
Aditya Arora,Elke A. Rundensteiner,1
Aditya Arora,Jihane Zouaoui,1
Aditya Arora,Xiangnan Kong,1
Aditya Arora,Zhongfang Zhuang,1
Elke A. Rundensteiner,Jihane Zouaoui,1
Elke A. Rundensteiner,Zhongfang Zhuang,1
Jihane Zouaoui,Xiangnan Kong,1
Jihane Zouaoui,Zhongfang Zhuang,1
Xiangnan Kong,Zhongfang Zhuang,1
Haipeng Chen 0001,Noseong Park,1
Haipeng Chen 0001,Rui Liu,1
Haipeng Chen 0001,V. S. Subrahmanian,1
Noseong Park,Rui Liu,1
Noseong Park,V. S. Subrahmanian,1
Rui Liu,V. S. Subrahmanian,1
Amin Mantrach,Fabrizio Silvestri,1
Dianxi Shi,Mingkun Wang,1
Dianxi Shi,Naiyang Guan,1
Dianxi Shi,Tao Zhang,1
Dianxi Shi,Wei Yi,1
Dianxi Shi,Zunlin Fan,1
Mingkun Wang,Naiyang Guan,1
Mingkun Wang,Tao Zhang,1
Mingkun Wang,Wei Yi,1
Mingkun Wang,Zunlin Fan,1
Naiyang Guan,Tao Zhang,1
Naiyang Guan,Wei Yi,1
Naiyang Guan,Zunlin Fan,1
Tao Zhang,Wei Yi,1
Tao Zhang,Zunlin Fan,1
Wei Yi,Zunlin Fan,1
Doheon Lee,Hyojung Paik,1
Doheon Lee,Ruibin Xi,1
Hyojung Paik,Ruibin Xi,1
Aaron Flores,Alfonso Lobos Ruiz,1
Aaron Flores,Junwei Pan,1
Aaron Flores,Yizhi Mao,1
Aaron Flores,Yu Sun,1
Alfonso Lobos Ruiz,Junwei Pan,1
Alfonso Lobos Ruiz,Yizhi Mao,1
Alfonso Lobos Ruiz,Yu Sun,1
Junwei Pan,Yizhi Mao,1
Junwei Pan,Yu Sun,1
Yizhi Mao,Yu Sun,1
Chengxi Zang,Haoyang Li,1
Chengxi Zang,Peng Cui 0001,4
Chengxi Zang,Tianyang Zhang,1
Chengxi Zang,Wenwu Zhu 0001,4
Chengxi Zang,Yishi Lin,1
Haoyang Li,Peng Cui 0001,1
Haoyang Li,Tianyang Zhang,1
Haoyang Li,Wenwu Zhu 0001,1
Haoyang Li,Yishi Lin,1
Peng Cui 0001,Tianyang Zhang,1
Peng Cui 0001,Wenwu Zhu 0001,7
Peng Cui 0001,Yishi Lin,1
Tianyang Zhang,Wenwu Zhu 0001,1
Tianyang Zhang,Yishi Lin,1
Wenwu Zhu 0001,Yishi Lin,1
Shijie Geng,Shuchang Liu,1
Shijie Geng,Shuyuan Xu,1
Shijie Geng,Yingqiang Ge,1
Shijie Geng,Yongfeng Zhang,1
Shijie Geng,Zuohui Fu,1
Shuchang Liu,Shuyuan Xu,1
Shuchang Liu,Yingqiang Ge,1
Shuchang Liu,Yongfeng Zhang,1
Shuchang Liu,Zuohui Fu,1
Shuyuan Xu,Yingqiang Ge,1
Shuyuan Xu,Yongfeng Zhang,1
Shuyuan Xu,Zuohui Fu,1
Yingqiang Ge,Yongfeng Zhang,1
Yingqiang Ge,Zuohui Fu,1
Yongfeng Zhang,Zuohui Fu,1
György J. Simon,M. Regina Castro,1
György J. Simon,Michael S. Steinbach,1
György J. Simon,Pedro J. Caraballo,1
György J. Simon,Pranjul Yadav,1
György J. Simon,Vipin Kumar,1
M. Regina Castro,Michael S. Steinbach,1
M. Regina Castro,Pedro J. Caraballo,1
M. Regina Castro,Pranjul Yadav,1
M. Regina Castro,Vipin Kumar,1
Michael S. Steinbach,Pedro J. Caraballo,1
Michael S. Steinbach,Pranjul Yadav,1
Michael S. Steinbach,Vipin Kumar,1
Pedro J. Caraballo,Pranjul Yadav,1
Pedro J. Caraballo,Vipin Kumar,1
Pranjul Yadav,Vipin Kumar,1
Chenwei Zhang,Fenglong Ma,1
Chenwei Zhang,Jing Gao 0004,1
Chenwei Zhang,Nan Du,1
Chenwei Zhang,Wei Fan 0001,1
Chenwei Zhang,Yaliang Li,1
Fenglong Ma,Nan Du,1
Fenglong Ma,Wei Fan 0001,1
