From,To,weight
Alessandro Epasto,Haraldur Tómas Hallgrímsson,1
Alessandro Epasto,Luca Foschini,1
David Stück,Greg Ver Steeg,1
David Stück,Haraldur Tómas Hallgrímsson,1
David Stück,Luca Foschini,1
Greg Ver Steeg,Haraldur Tómas Hallgrímsson,1
Greg Ver Steeg,Luca Foschini,1
Haraldur Tómas Hallgrímsson,Luca Foschini,1
Lin Zhong 0001,Min Hong Yun,1
Lin Zhong 0001,Songtao He,1
Min Hong Yun,Songtao He,1
Binghui Wang,Jinyuan Jia,1
Binghui Wang,Le Zhang 0006,1
Binghui Wang,Neil Zhenqiang Gong,1
Jinyuan Jia,Le Zhang 0006,1
Jinyuan Jia,Neil Zhenqiang Gong,1
Le Zhang 0006,Neil Zhenqiang Gong,1
Ben Y. Zhao,Depeng Jin,2
Ben Y. Zhao,Huan Yan,2
Ben Y. Zhao,Tzu-Heng Lin,2
Ben Y. Zhao,Yong Li 0008,2
Depeng Jin,Gang Wang 0011,2
Depeng Jin,Haitao Zheng 0001,2
Depeng Jin,Huan Yan,2
Depeng Jin,Tzu-Heng Lin,2
Depeng Jin,Yong Li 0008,4
Gang Wang 0011,Huan Yan,2
Gang Wang 0011,Tzu-Heng Lin,2
Gang Wang 0011,Yong Li 0008,2
Haitao Zheng 0001,Huan Yan,2
Haitao Zheng 0001,Tzu-Heng Lin,2
Haitao Zheng 0001,Yong Li 0008,2
Huan Yan,Tzu-Heng Lin,2
Huan Yan,Yong Li 0008,2
Tzu-Heng Lin,Yong Li 0008,2
Emre Kiciman,Munmun De Choudhury,1
Dan Goldwasser,Di Jin,1
Dan Goldwasser,Kristen Johnson,1
Di Jin,Kristen Johnson,1
Hsu-Chun Hsiao,Li Chang,1
Hsu-Chun Hsiao,Tiffany Hyun-Jin Kim,1
Hsu-Chun Hsiao,Wei Jeng,1
Hsu-Chun Hsiao,Wei-Hsi Lin,1
Li Chang,Tiffany Hyun-Jin Kim,1
Li Chang,Wei Jeng,1
Li Chang,Wei-Hsi Lin,1
Tiffany Hyun-Jin Kim,Wei Jeng,1
Tiffany Hyun-Jin Kim,Wei-Hsi Lin,1
Wei Jeng,Wei-Hsi Lin,1
Jessie G. Taft,Natalya N. Bazarova,1
Jessie G. Taft,Shruti Sannon,1
Jessie G. Taft,Yoon Hyung Choi,1
Natalya N. Bazarova,Shruti Sannon,1
Natalya N. Bazarova,Yoon Hyung Choi,1
Shruti Sannon,Yoon Hyung Choi,1
Caitlin Kuhlman,Elke A. Rundensteiner,1
Caitlin Kuhlman,Lei Cao 0004,1
Caitlin Kuhlman,Yizhou Yan,1
Elke A. Rundensteiner,Lei Cao 0004,5
Elke A. Rundensteiner,Yizhou Yan,3
Lei Cao 0004,Yizhou Yan,3
Bin Xia 0003,Chunqiu Zeng,1
Bin Xia 0003,Dewei Bao,1
Bin Xia 0003,Jun Wu,1
Bin Xia 0003,Li Xue,1
Bin Xia 0003,Liang Zhang,1
Bin Xia 0003,Tao Li 0001,1
Bin Xia 0003,Wentao Wang 0006,1
Bin Xia 0003,Wubai Zhou,1
Bin Xia 0003,Xiaolong Zhu,1
Bin Xia 0003,Yexi Jiang,1
Bin Xia 0003,Zheng Liu 0001,1
Chunqiu Zeng,Dewei Bao,1
Chunqiu Zeng,Jun Wu,1
Chunqiu Zeng,Li Xue,1
Chunqiu Zeng,Liang Zhang,1
Chunqiu Zeng,Tao Li 0001,2
Chunqiu Zeng,Wentao Wang 0006,1
Chunqiu Zeng,Wubai Zhou,2
Chunqiu Zeng,Xiaolong Zhu,1
Chunqiu Zeng,Yexi Jiang,1
Chunqiu Zeng,Zheng Liu 0001,2
Dewei Bao,Jun Wu,1
Dewei Bao,Li Xue,1
Dewei Bao,Liang Zhang,1
Dewei Bao,Tao Li 0001,1
Dewei Bao,Wentao Wang 0006,1
Dewei Bao,Wubai Zhou,1
Dewei Bao,Xiaolong Zhu,1
Dewei Bao,Yexi Jiang,1
Dewei Bao,Zheng Liu 0001,1
Jun Wu,Li Xue,1
Jun Wu,Liang Zhang,1
Jun Wu,Tao Li 0001,1
Jun Wu,Wentao Wang 0006,1
Jun Wu,Wubai Zhou,1
Jun Wu,Xiaolong Zhu,1
Jun Wu,Yexi Jiang,1
Jun Wu,Zheng Liu 0001,1
Li Xue,Liang Zhang,1
Li Xue,Tao Li 0001,1
Li Xue,Wentao Wang 0006,1
Li Xue,Wubai Zhou,1
Li Xue,Xiaolong Zhu,1
Li Xue,Yexi Jiang,1
Li Xue,Zheng Liu 0001,1
Liang Zhang,Tao Li 0001,1
Liang Zhang,Wentao Wang 0006,1
Liang Zhang,Wubai Zhou,1
Liang Zhang,Xiaolong Zhu,1
Liang Zhang,Yexi Jiang,1
Liang Zhang,Zheng Liu 0001,1
Tao Li 0001,Wentao Wang 0006,1
Tao Li 0001,Wubai Zhou,2
Tao Li 0001,Xiaolong Zhu,1
Tao Li 0001,Yexi Jiang,1
Tao Li 0001,Zheng Liu 0001,2
Wentao Wang 0006,Wubai Zhou,1
Wentao Wang 0006,Xiaolong Zhu,1
Wentao Wang 0006,Yexi Jiang,1
Wentao Wang 0006,Zheng Liu 0001,1
Wubai Zhou,Xiaolong Zhu,1
Wubai Zhou,Yexi Jiang,1
Wubai Zhou,Zheng Liu 0001,2
Xiaolong Zhu,Yexi Jiang,1
Xiaolong Zhu,Zheng Liu 0001,1
Yexi Jiang,Zheng Liu 0001,1
Changying Du,Hao Wang 0005,1
Changying Du,Hongzhi Yin,1
Changying Du,Hui Xiong 0001,1
Changying Du,Qinyong Wang,1
Changying Du,Yanmei Fu,1
Hao Wang 0005,Hongzhi Yin,1
Hao Wang 0005,Hui Xiong 0001,1
Hao Wang 0005,Qinyong Wang,1
Hao Wang 0005,Yanmei Fu,1
Hongzhi Yin,Hui Xiong 0001,1
Hongzhi Yin,Qinyong Wang,1
Hongzhi Yin,Yanmei Fu,1
Hui Xiong 0001,Qinyong Wang,1
Hui Xiong 0001,Yanmei Fu,1
Qinyong Wang,Yanmei Fu,1
Lexing Xie,Mohamed Reda Bouadjenek,1
Lexing Xie,Scott Sanner,2
Lexing Xie,Zahra Iman,1
Mohamed Reda Bouadjenek,Scott Sanner,1
Mohamed Reda Bouadjenek,Zahra Iman,1
Scott Sanner,Zahra Iman,1
Deepak S. Turaga,Houping Xiao,1
Deepak S. Turaga,Jing Gao 0004,1
Deepak S. Turaga,Long H. Vu,1
Houping Xiao,Jing Gao 0004,2
Houping Xiao,Long H. Vu,1
Jing Gao 0004,Long H. Vu,1
Jinghui Chen,Quanquan Gu,1
Damon McCoy,Danny Yuxing Huang,1
Damon McCoy,Periwinkle Doerfler,1
Danny Yuxing Huang,Periwinkle Doerfler,1
Danny Yuxing Huang,Rebecca S. Portnoff,1
Danny Yuxing Huang,Sadia Afroz,1
Periwinkle Doerfler,Rebecca S. Portnoff,1
Periwinkle Doerfler,Sadia Afroz,1
Daqing He,Igor Labutov,1
Daqing He,Peter Brusilovsky,1
Daqing He,Yun Huang 0002,1
Igor Labutov,Peter Brusilovsky,1
Igor Labutov,Yun Huang 0002,1
Peter Brusilovsky,Yun Huang 0002,1
Dong Woo Kim,Garnet J. Vaz,1
Dong Woo Kim,Pavel A. Dmitriev,1
Dong Woo Kim,Somit Gupta,1
Garnet J. Vaz,Pavel A. Dmitriev,1
Garnet J. Vaz,Somit Gupta,1
Pavel A. Dmitriev,Somit Gupta,1
Cristian Danescu-Niculescu-Mizil,Jon M. Kleinberg,2
Cristian Danescu-Niculescu-Mizil,Rahmtin Rotabi,2
Christian Böhm,Claudia Plant,2
Christian Böhm,Dominik Mautz,2
Christian Böhm,Linfei Zhou,1
Christian Böhm,Wei Ye 0001,2
Claudia Plant,Dominik Mautz,2
Claudia Plant,Linfei Zhou,1
Claudia Plant,Wei Ye 0001,2
Dominik Mautz,Linfei Zhou,1
Dominik Mautz,Wei Ye 0001,2
Linfei Zhou,Wei Ye 0001,1
Dana Warmsley,Ingmar Weber,1
Dana Warmsley,Michael W. Macy,1
Dana Warmsley,Thomas Davidson,1
Ingmar Weber,Michael W. Macy,1
Ingmar Weber,Thomas Davidson,1
Michael W. Macy,Thomas Davidson,1
Michael Zhu,Qiming Huang,1
Ashok Srivastava,Evangelos Simoudis,1
Ashok Srivastava,Usama M. Fayyad,1
Evangelos Simoudis,Usama M. Fayyad,1
Charles K. Nicholas,Edward Raff,1
Hwanjo Yu,Jimeng Sun,1
Hwanjo Yu,Xiaoqian Jiang,2
Hwanjo Yu,Yejin Kim,2
Jimeng Sun,Xiaoqian Jiang,1
Jimeng Sun,Yejin Kim,1
Xiaoqian Jiang,Yejin Kim,2
Benjamin M. Marlin,Hamid Dadkhahi,1
Deniz Üstebay,Milad Kharratzadeh,1
James She,Xiaopeng Li,1
Chuanren Liu,Eric P. Xing,1
Chuanren Liu,Hui Xiong 0001,3
Chuanren Liu,Jie Zhang 0012,1
Chuanren Liu,Jieping Ye,1
Chuanren Liu,Kai Zhang 0001,1
Eric P. Xing,Hui Xiong 0001,1
Eric P. Xing,Jie Zhang 0012,1
Eric P. Xing,Jieping Ye,1
Eric P. Xing,Kai Zhang 0001,1
Hui Xiong 0001,Jie Zhang 0012,1
Hui Xiong 0001,Jieping Ye,1
Hui Xiong 0001,Kai Zhang 0001,1
Jie Zhang 0012,Jieping Ye,1
Jie Zhang 0012,Kai Zhang 0001,1
Jieping Ye,Kai Zhang 0001,1
Jim Hamilton,Kaylyn Frazier,1
Jim Hamilton,Kristen M. Altenburger,1
Jim Hamilton,Nikolai Avteniev,1
Jim Hamilton,Rajlakshmi De,1
Kaylyn Frazier,Kristen M. Altenburger,1
Kaylyn Frazier,Nikolai Avteniev,1
Kaylyn Frazier,Rajlakshmi De,1
Kristen M. Altenburger,Nikolai Avteniev,1
Kristen M. Altenburger,Rajlakshmi De,1
Nikolai Avteniev,Rajlakshmi De,1
Brian Keegan,Casey Fiesler,1
Ananthram Swami,Nitesh V. Chawla,1
Ananthram Swami,Yuxiao Dong,1
Nitesh V. Chawla,Yuxiao Dong,3
Ankush Khandelwal,Guruprasad Nayak,1
Ankush Khandelwal,James Gerber,1
Ankush Khandelwal,Kimberly Carlson,1
Ankush Khandelwal,Paul C. West,1
Ankush Khandelwal,Vipin Kumar,2
Ankush Khandelwal,Xiaowei Jia,2
Guruprasad Nayak,James Gerber,1
Guruprasad Nayak,Kimberly Carlson,1
Guruprasad Nayak,Paul C. West,1
Guruprasad Nayak,Vipin Kumar,1
Guruprasad Nayak,Xiaowei Jia,1
James Gerber,Kimberly Carlson,1
James Gerber,Paul C. West,1
James Gerber,Vipin Kumar,1
James Gerber,Xiaowei Jia,1
Kimberly Carlson,Paul C. West,1
Kimberly Carlson,Vipin Kumar,1
Kimberly Carlson,Xiaowei Jia,1
Paul C. West,Vipin Kumar,1
Paul C. West,Xiaowei Jia,1
Vipin Kumar,Xiaowei Jia,2
Bryan Hooi,Christos Faloutsos,3
Bryan Hooi,Jisu Kim,1
Bryan Hooi,Kijung Shin,1
Christos Faloutsos,Jisu Kim,1
Christos Faloutsos,Kijung Shin,1
Jisu Kim,Kijung Shin,1
Bronwyn Woods,David Adamson,1
Bronwyn Woods,Elijah Mayfield,1
Bronwyn Woods,Shayne Miel,1
David Adamson,Elijah Mayfield,1
David Adamson,Shayne Miel,1
Elijah Mayfield,Shayne Miel,1
Defu Lian,Kai Zheng 0001,1
Defu Lian,Longbing Cao,1
Defu Lian,Rui Liu,1
Defu Lian,Xing Xie 0001,1
Defu Lian,Yong Ge,1
Kai Zheng 0001,Longbing Cao,1
Kai Zheng 0001,Rui Liu,1
Kai Zheng 0001,Xing Xie 0001,1
Kai Zheng 0001,Yong Ge,1
Longbing Cao,Rui Liu,1
Longbing Cao,Xing Xie 0001,1
Longbing Cao,Yong Ge,1
Rui Liu,Xing Xie 0001,1
Rui Liu,Yong Ge,1
Xing Xie 0001,Yong Ge,1
Enhong Chen,Hefu Zhang,1
Enhong Chen,Hongke Zhao,1
Enhong Chen,Huayu Li,1
Enhong Chen,Le Wu,2
Enhong Chen,Qi Liu 0003,3
Enhong Chen,Yong Ge,1
Hefu Zhang,Hongke Zhao,1
Hefu Zhang,Huayu Li,1
Hefu Zhang,Le Wu,1
Hefu Zhang,Qi Liu 0003,1
Hefu Zhang,Yong Ge,1
Hongke Zhao,Le Wu,1
Hongke Zhao,Qi Liu 0003,1
Huayu Li,Le Wu,1
Huayu Li,Qi Liu 0003,1
Le Wu,Qi Liu 0003,2
Le Wu,Yong Ge,1
Qi Liu 0003,Yong Ge,1
Guo-Jun Qi,Jiebo Luo,1
Guo-Jun Qi,Jiliang Tang,1
Guo-Jun Qi,Jingdong Wang 0001,1
Jiebo Luo,Jiliang Tang,1
Jiebo Luo,Jingdong Wang 0001,1
Jiliang Tang,Jingdong Wang 0001,1
Alan Green,Alexandre Mah,1
Alan Green,Alexandrin Popescul,1
Alan Green,Cayden Meyer,1
Alan Green,Divanshu Garg,1
Alan Green,Julian Gibbons,1
Alan Green,Marc Najork,1
Alan Green,Michael Smith 0024,1
Alan Green,Mike Colagrosso,1
Alan Green,Reuben Kan,1
Alan Green,Sandeep Tata,1
Alexandre Mah,Alexandrin Popescul,1
Alexandre Mah,Cayden Meyer,1
Alexandre Mah,Divanshu Garg,1
Alexandre Mah,Julian Gibbons,1
Alexandre Mah,Marc Najork,1
Alexandre Mah,Michael Smith 0024,1
Alexandre Mah,Mike Colagrosso,1
Alexandre Mah,Reuben Kan,1
Alexandre Mah,Sandeep Tata,1
Alexandrin Popescul,Cayden Meyer,1
Alexandrin Popescul,Divanshu Garg,1
Alexandrin Popescul,Julian Gibbons,1
Alexandrin Popescul,Marc Najork,1
Alexandrin Popescul,Michael Smith 0024,1
Alexandrin Popescul,Mike Colagrosso,1
Alexandrin Popescul,Reuben Kan,1
Alexandrin Popescul,Sandeep Tata,1
Cayden Meyer,Divanshu Garg,1
Cayden Meyer,Julian Gibbons,1
Cayden Meyer,Marc Najork,1
Cayden Meyer,Michael Smith 0024,1
Cayden Meyer,Mike Colagrosso,1
Cayden Meyer,Reuben Kan,1
Cayden Meyer,Sandeep Tata,1
Divanshu Garg,Julian Gibbons,1
Divanshu Garg,Marc Najork,1
Divanshu Garg,Michael Smith 0024,1
Divanshu Garg,Mike Colagrosso,1
Divanshu Garg,Reuben Kan,1
Divanshu Garg,Sandeep Tata,1
Julian Gibbons,Marc Najork,1
Julian Gibbons,Michael Smith 0024,1
Julian Gibbons,Mike Colagrosso,1
Julian Gibbons,Reuben Kan,1
Julian Gibbons,Sandeep Tata,1
Marc Najork,Michael Smith 0024,1
Marc Najork,Mike Colagrosso,1
Marc Najork,Reuben Kan,1
Marc Najork,Sandeep Tata,1
Michael Smith 0024,Mike Colagrosso,1
Michael Smith 0024,Reuben Kan,1
Michael Smith 0024,Sandeep Tata,1
Mike Colagrosso,Reuben Kan,1
Mike Colagrosso,Sandeep Tata,1
Reuben Kan,Sandeep Tata,1
Inci M. Baytas,Kaixiang Lin,1
Inci M. Baytas,Liyang Xie,1
Jiayu Zhou,Kaixiang Lin,1
Jiayu Zhou,Liyang Xie,1
Kaixiang Lin,Liyang Xie,1
David F. Gleich,Tao Wu,1
Jürgen Pfeffer,Robert West 0001,1
Akira Tajima,Shingo Ono,1
Akira Tajima,Shumpei Okura,1
Akira Tajima,Yukihiro Tagami,1
Shingo Ono,Shumpei Okura,1
Shingo Ono,Yukihiro Tagami,1
Shumpei Okura,Yukihiro Tagami,1
Blake Anderson,David A. McGrew,1
Andreas Kaltenbrunner,Pablo Aragón,1
Andreas Kaltenbrunner,Vicenç Gómez,1
Pablo Aragón,Vicenç Gómez,1
Bryan L. Matthews,Nikunj C. Oza,1
Bryan L. Matthews,Vijay Manikandan Janakiraman,1
Nikunj C. Oza,Vijay Manikandan Janakiraman,1
Ariyam Das,Ashish Gehani,1
Ariyam Das,Phillip A. Porras,1
Ariyam Das,Shalini Ghosh,1
Ariyam Das,Vinod Yegneswaran,1
Ashish Gehani,Phillip A. Porras,1
Ashish Gehani,Shalini Ghosh,1
Ashish Gehani,Vinod Yegneswaran,1
Phillip A. Porras,Shalini Ghosh,1
Phillip A. Porras,Vinod Yegneswaran,1
Shalini Ghosh,Vinod Yegneswaran,1
Ahna Reza Girshick,Ross E. Curtis,1
Elizabeth Searles,Evangelos E. Papalexakis,1
Elizabeth Searles,Fei Wang 0001,1
Elizabeth Searles,Ioakeim Perros,1
Elizabeth Searles,Jimeng Sun,1
Elizabeth Searles,Michael Thompson,1
Elizabeth Searles,Richard W. Vuduc,1
Evangelos E. Papalexakis,Fei Wang 0001,1
Evangelos E. Papalexakis,Ioakeim Perros,1
Evangelos E. Papalexakis,Jimeng Sun,1
Evangelos E. Papalexakis,Michael Thompson,1
Evangelos E. Papalexakis,Richard W. Vuduc,1
Fei Wang 0001,Ioakeim Perros,1
Fei Wang 0001,Jimeng Sun,1
Fei Wang 0001,Michael Thompson,1
Fei Wang 0001,Richard W. Vuduc,1
Ioakeim Perros,Jimeng Sun,1
Ioakeim Perros,Michael Thompson,1
Ioakeim Perros,Richard W. Vuduc,1
Jimeng Sun,Michael Thompson,1
Jimeng Sun,Richard W. Vuduc,1
Michael Thompson,Richard W. Vuduc,1
Alexander Tuzhilin,Bing Liu 0001,1
Alexander Tuzhilin,Konstantin Bauman,1
Bing Liu 0001,Konstantin Bauman,1
Antonio Torralba 0001,Enes Kocabey,1
Antonio Torralba 0001,Ferda Ofli,2
Antonio Torralba 0001,Ingmar Weber,2
Antonio Torralba 0001,Javier Marín,1
Antonio Torralba 0001,Mustafa Camurcu,1
Antonio Torralba 0001,Yusuf Aytar,2
Enes Kocabey,Ferda Ofli,1
Enes Kocabey,Ingmar Weber,1
Enes Kocabey,Javier Marín,1
Enes Kocabey,Mustafa Camurcu,1
Enes Kocabey,Yusuf Aytar,1
Ferda Ofli,Ingmar Weber,2
Ferda Ofli,Javier Marín,1
Ferda Ofli,Mustafa Camurcu,1
Ferda Ofli,Yusuf Aytar,2
Ingmar Weber,Javier Marín,1
Ingmar Weber,Mustafa Camurcu,1
Ingmar Weber,Yusuf Aytar,2
Javier Marín,Mustafa Camurcu,1
Javier Marín,Yusuf Aytar,1
Mustafa Camurcu,Yusuf Aytar,1
Abhilash Dighe,Christos Faloutsos,1
Abhilash Dighe,Danai Koutra,1
Abhilash Dighe,Jean Bolot,1
Abhilash Dighe,Smriti Bhagat,1
Abhilash Dighe,Stratis Ioannidis,1
Abhilash Dighe,Udi Weinsberg,1
Christos Faloutsos,Danai Koutra,1
Christos Faloutsos,Jean Bolot,1
Christos Faloutsos,Smriti Bhagat,1
Christos Faloutsos,Stratis Ioannidis,1
Christos Faloutsos,Udi Weinsberg,1
Danai Koutra,Jean Bolot,1
Danai Koutra,Smriti Bhagat,1
Danai Koutra,Stratis Ioannidis,1
Danai Koutra,Udi Weinsberg,1
Jean Bolot,Smriti Bhagat,1
Jean Bolot,Stratis Ioannidis,1
Jean Bolot,Udi Weinsberg,1
Smriti Bhagat,Stratis Ioannidis,1
Smriti Bhagat,Udi Weinsberg,1
Stratis Ioannidis,Udi Weinsberg,1
Karrie Karahalios,Kevin Hamilton,1
Karrie Karahalios,Kristen Vaccaro,1
Karrie Karahalios,Motahhare Eslami,1
Kevin Hamilton,Kristen Vaccaro,1
Kevin Hamilton,Motahhare Eslami,1
Kristen Vaccaro,Motahhare Eslami,1
Animesh Mukherjee 0001,Mayank Singh 0001,1
Animesh Mukherjee 0001,Pawan Goyal,1
Animesh Mukherjee 0001,Rajdeep Sarkar,1
Animesh Mukherjee 0001,Soumen Chakrabarti,1
Mayank Singh 0001,Pawan Goyal,1
Mayank Singh 0001,Rajdeep Sarkar,1
Mayank Singh 0001,Soumen Chakrabarti,1
Pawan Goyal,Rajdeep Sarkar,1
Pawan Goyal,Soumen Chakrabarti,1
Rajdeep Sarkar,Soumen Chakrabarti,1
Anis Zaman,Henry A. Kautz,1
Anis Zaman,Nabil Hossain,1
Henry A. Kautz,Nabil Hossain,1
Alessio Conte,Caterina Mordente,1
Alessio Conte,Donatella Firmani,1
Alessio Conte,Maurizio Patrignani,1
Alessio Conte,Riccardo Torlone,1
Caterina Mordente,Donatella Firmani,1
Caterina Mordente,Maurizio Patrignani,1
Caterina Mordente,Riccardo Torlone,1
Donatella Firmani,Maurizio Patrignani,1
Donatella Firmani,Riccardo Torlone,1
Maurizio Patrignani,Riccardo Torlone,1
Albert Bifet,Bernhard Pfahringer,1
Albert Bifet,Cheng He,1
Albert Bifet,Geoff Holmes 0001,1
Albert Bifet,Jiajin Zhang,1
Albert Bifet,Jianfeng Qian,1
Albert Bifet,Jianfeng Zhang,1
Albert Bifet,Wei Fan 0001,1
Bernhard Pfahringer,Cheng He,1
Bernhard Pfahringer,Geoff Holmes 0001,1
Bernhard Pfahringer,Jiajin Zhang,1
Bernhard Pfahringer,Jianfeng Qian,1
Bernhard Pfahringer,Jianfeng Zhang,1
Bernhard Pfahringer,Wei Fan 0001,1
Cheng He,Geoff Holmes 0001,1
Cheng He,Jiajin Zhang,1
Cheng He,Jianfeng Qian,1
Cheng He,Wei Fan 0001,1
Geoff Holmes 0001,Jiajin Zhang,1
Geoff Holmes 0001,Jianfeng Qian,1
Geoff Holmes 0001,Jianfeng Zhang,1
Geoff Holmes 0001,Wei Fan 0001,1
Jiajin Zhang,Jianfeng Qian,1
Jiajin Zhang,Jianfeng Zhang,1
Jiajin Zhang,Wei Fan 0001,1
Jianfeng Qian,Jianfeng Zhang,1
Jianfeng Qian,Wei Fan 0001,1
Jianfeng Zhang,Wei Fan 0001,1
Hiroki Sugiura,Hiroshi Murata,1
Hiroki Sugiura,Kai Morino,1
Hiroki Sugiura,Kenji Yamanishi,1
Hiroki Sugiura,Ryo Asaoka,1
Hiroki Sugiura,Taichi Kiwaki,1
Hiroki Sugiura,Toshimitsu Uesaka,1
Hiroshi Murata,Kai Morino,1
Hiroshi Murata,Kenji Yamanishi,1
Hiroshi Murata,Ryo Asaoka,1
Hiroshi Murata,Taichi Kiwaki,1
Hiroshi Murata,Toshimitsu Uesaka,1
Kai Morino,Kenji Yamanishi,1
Kai Morino,Ryo Asaoka,1
Kai Morino,Taichi Kiwaki,1
Kai Morino,Toshimitsu Uesaka,1
Kenji Yamanishi,Ryo Asaoka,1
Kenji Yamanishi,Taichi Kiwaki,1
Kenji Yamanishi,Toshimitsu Uesaka,1
Ryo Asaoka,Taichi Kiwaki,1
Ryo Asaoka,Toshimitsu Uesaka,1
Taichi Kiwaki,Toshimitsu Uesaka,1
Jie Bao 0003,Sijie Ruan,1
Jie Bao 0003,Tianfu He,1
Jie Bao 0003,Yanhua Li,1
Jie Bao 0003,Yu Zheng 0004,1
Sijie Ruan,Tianfu He,1
Sijie Ruan,Yanhua Li,1
Sijie Ruan,Yu Zheng 0004,1
Tianfu He,Yanhua Li,1
Tianfu He,Yu Zheng 0004,1
Yanhua Li,Yu Zheng 0004,1
Chang Tan,Fei Pan,1
Chang Tan,Han Li,1
Chang Tan,Han Zhu,1
Chang Tan,Junqi Jin,1
Chang Tan,Kun Gai,1
Chang Tan,Yifan Zeng,1
Fei Pan,Han Li,1
Fei Pan,Han Zhu,1
Fei Pan,Junqi Jin,1
Fei Pan,Kun Gai,1
Fei Pan,Yifan Zeng,1
Han Li,Han Zhu,1
Han Li,Junqi Jin,1
Han Li,Kun Gai,1
Han Li,Yifan Zeng,1
Han Zhu,Junqi Jin,1
Han Zhu,Kun Gai,1
Han Zhu,Yifan Zeng,1
Junqi Jin,Kun Gai,1
Junqi Jin,Yifan Zeng,1
Kun Gai,Yifan Zeng,1
Fabian Flöck,Kenan Erdogan,1
Fabian Flöck,Maribel Acosta,1
Kenan Erdogan,Maribel Acosta,1
Aidong Zhang,Chuishi Meng,1
Aidong Zhang,Fenglong Ma,1
Aidong Zhang,Houping Xiao,1
Aidong Zhang,Jing Gao 0004,2
Aidong Zhang,Lu Su,1
Aidong Zhang,Qi Li 0012,1
Chuishi Meng,Fenglong Ma,1
Chuishi Meng,Houping Xiao,1
Chuishi Meng,Jing Gao 0004,1
Chuishi Meng,Lu Su,2
Chuishi Meng,Qi Li 0012,1
Fenglong Ma,Houping Xiao,1
Fenglong Ma,Lu Su,1
Fenglong Ma,Qi Li 0012,1
Houping Xiao,Lu Su,1
Houping Xiao,Qi Li 0012,1
Jing Gao 0004,Lu Su,1
Jing Gao 0004,Qi Li 0012,1
Lu Su,Qi Li 0012,1
Aman Kharb,Animesh Mukherjee 0001,1
Aman Kharb,Suman Kalyan Maity,1
Animesh Mukherjee 0001,Suman Kalyan Maity,1
Benjamin Solnik,D. Sculley,1
Benjamin Solnik,Daniel Golovin,1
Benjamin Solnik,Greg Kochanski,1
Benjamin Solnik,John Karro,1
Benjamin Solnik,Subhodeep Moitra,1
D. Sculley,Daniel Golovin,1
D. Sculley,Greg Kochanski,1
D. Sculley,John Karro,1
D. Sculley,Subhodeep Moitra,1
Daniel Golovin,Greg Kochanski,1
Daniel Golovin,John Karro,1
Daniel Golovin,Subhodeep Moitra,1
Greg Kochanski,John Karro,1
Greg Kochanski,Subhodeep Moitra,1
John Karro,Subhodeep Moitra,1
Elke A. Rundensteiner,Susmitha Wunnava,1
Elke A. Rundensteiner,Tabassum Kakar,1
Elke A. Rundensteiner,Xiao Qin 0003,1
Lei Cao 0004,Susmitha Wunnava,1
Lei Cao 0004,Tabassum Kakar,1
Lei Cao 0004,Xiao Qin 0003,1
Susmitha Wunnava,Tabassum Kakar,1
Susmitha Wunnava,Xiao Qin 0003,1
Tabassum Kakar,Xiao Qin 0003,1
Aron Culotta,Shreesh Kumara Bhat,1
Hao Ma,Kuansan Wang,1
Hao Ma,Yuxiao Dong,1
Hao Ma,Zhihong Shen,1
Kuansan Wang,Yuxiao Dong,1
Kuansan Wang,Zhihong Shen,1
Yuxiao Dong,Zhihong Shen,1
Jian Xu,Nitesh V. Chawla,1
Jian Xu,Reid A. Johnson,1
Jian Xu,Yuxiao Dong,1
Nitesh V. Chawla,Reid A. Johnson,1
Reid A. Johnson,Yuxiao Dong,1
Ee-Peng Lim,Wen-Haw Chong,2
Jie Tang 0001,Jimeng Sun,1
Jie Tang 0001,Robert Chen,1
Jie Tang 0001,Walter F. Stewart,1
Jie Tang 0001,Yutao Zhang,1
Jimeng Sun,Robert Chen,1
Jimeng Sun,Walter F. Stewart,2
Jimeng Sun,Yutao Zhang,1
Robert Chen,Walter F. Stewart,1
Robert Chen,Yutao Zhang,1
Walter F. Stewart,Yutao Zhang,1
Alexander Burnap,Jeffrey Hartley,1
Alexander Burnap,Panos Y. Papalambros,1
Alexander Burnap,Richard Gonzalez,1
Alexander Burnap,Yanxin Pan,1
Jeffrey Hartley,Panos Y. Papalambros,1
Jeffrey Hartley,Richard Gonzalez,1
Jeffrey Hartley,Yanxin Pan,1
Panos Y. Papalambros,Richard Gonzalez,1
Panos Y. Papalambros,Yanxin Pan,1
Richard Gonzalez,Yanxin Pan,1
Christopher S. Gates,Kevin A. Roundy,1
Christopher S. Gates,Kyle Soska,1
Christopher S. Gates,Nicolas Christin,1
Kevin A. Roundy,Kyle Soska,1
Kevin A. Roundy,Nicolas Christin,1
Kyle Soska,Nicolas Christin,1
Edward Choi,Jimeng Sun,1
Edward Choi,Le Song,1
Edward Choi,Mohammad Taha Bahadori,1
Edward Choi,Walter F. Stewart,1
Jimeng Sun,Le Song,1
Jimeng Sun,Mohammad Taha Bahadori,1
Le Song,Mohammad Taha Bahadori,1
Le Song,Walter F. Stewart,1
Mohammad Taha Bahadori,Walter F. Stewart,1
Chunqiu Zeng,Genady Ya. Grabarnik,1
Chunqiu Zeng,Jian Xu 0009,1
Chunqiu Zeng,Larisa Shwartz,1
